title,category,author,price_gbp,price_raw,rating,availability,upc,num_reviews,description_short,url,scraped_at
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",Sequential Art,,53.9,£53.90,1,In stock (14 available),92275cedf6d8ee15,0,Product Description,https://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html,2026-03-31T13:28:06.816001+00:00
Walt Disney's Alice in Wonderland,Childrens,,12.96,£12.96,5,In stock (14 available),6a31307a81e8f3a8,0,Product Description,https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html,2026-03-31T13:28:08.537958+00:00
V for Vendetta (V for Vendetta Complete),Default,,37.1,£37.10,4,In stock (14 available),4a1debca3135ff37,0,Product Description,https://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html,2026-03-31T13:28:10.223344+00:00
Until Friday Night (The Field Party #1),Young Adult,,46.31,£46.31,2,In stock (14 available),aba2db9afb1469c7,0,Product Description,https://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html,2026-03-31T13:28:12.002514+00:00
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Default,,45.95,£45.95,2,In stock (14 available),76c84daa539426e2,0,Product Description,https://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html,2026-03-31T13:28:13.998437+00:00
Twenty Yawns,Childrens,,22.08,£22.08,2,In stock (14 available),1d6443ffba9dfd80,0,Product Description,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html,2026-03-31T13:28:15.739475+00:00
Through the Woods,Sequential Art,,25.38,£25.38,2,In stock (14 available),6e44bcbeac7f4360,0,Product Description,https://books.toscrape.com/catalogue/through-the-woods_772/index.html,2026-03-31T13:28:17.464614+00:00
This Is Where It Ends,Young Adult,,27.12,£27.12,2,In stock (14 available),f0f38174a7e689a3,0,Product Description,https://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html,2026-03-31T13:28:19.068498+00:00
The Year of Magical Thinking,Nonfiction,,43.04,£43.04,2,In stock (14 available),34c0d7c4ee5650af,0,Product Description,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html,2026-03-31T13:28:20.752167+00:00
The Wright Brothers,Default,,56.8,£56.80,4,In stock (14 available),08b2f71d93836313,0,Product Description,https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html,2026-03-31T13:28:22.400010+00:00
The White Queen (The Cousins' War #1),Add a comment,,25.91,£25.91,5,In stock (14 available),6875c5657661b2fb,0,Product Description,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html,2026-03-31T13:28:24.014390+00:00
The Wedding Pact (The O'Malleys #2),Romance,,32.61,£32.61,3,In stock (14 available),c5cb9f885d8b3621,0,Product Description,https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html,2026-03-31T13:28:25.782060+00:00
The Time Keeper,Fiction,,27.88,£27.88,5,In stock (14 available),e9906e2f0d189745,0,Product Description,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html,2026-03-31T13:28:27.355759+00:00
The Testament of Mary,Fiction,,52.67,£52.67,4,In stock (14 available),081305e6df719dff,0,Product Description,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html,2026-03-31T13:28:29.027872+00:00
The Star-Touched Queen,Fantasy,,46.02,£46.02,5,In stock (14 available),1528279aec1f3dce,0,Product Description,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html,2026-03-31T13:28:30.638179+00:00
The Songs of the Gods,Default,,44.48,£44.48,5,In stock (14 available),00c4543ec6bd25b4,0,Product Description,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html,2026-03-31T13:28:32.282370+00:00
The Song of Achilles,Add a comment,,37.4,£37.40,5,In stock (14 available),e88fb1c9397cfb27,0,Product Description,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html,2026-03-31T13:28:33.917883+00:00
The Rosie Project (Don Tillman #1),Default,,54.04,£54.04,1,In stock (14 available),012094e90a4b908d,0,Product Description,https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html,2026-03-31T13:28:35.939863+00:00
The Power of Habit: Why We Do What We Do in Life and Business,Default,,16.88,£16.88,3,In stock (14 available),6bdd909329435e80,0,Product Description,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,2026-03-31T13:28:39.459529+00:00
The Marriage of Opposites,Historical Fiction,,28.08,£28.08,4,In stock (14 available),52cf2a5933ec5d8f,0,Product Description,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html,2026-03-31T13:28:41.087642+00:00
The Lucifer Effect: Understanding How Good People Turn Evil,Psychology,,10.4,£10.40,1,In stock (14 available),4e812d32d64e2431,0,Product Description,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,2026-03-31T13:28:42.718463+00:00
The Long Haul (Diary of a Wimpy Kid #9),Humor,,44.07,£44.07,1,In stock (14 available),f21effc079a2b38a,0,Product Description,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,2026-03-31T13:28:44.309553+00:00
The Loney,Horror,,23.4,£23.40,1,In stock (14 available),2d88a31f325dfd3b,0,Product Description,https://books.toscrape.com/catalogue/the-loney_756/index.html,2026-03-31T13:28:45.873104+00:00
The Literature Book (Big Ideas Simply Explained),Nonfiction,,17.43,£17.43,3,In stock (14 available),4881cc53f6c8892f,0,Product Description,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html,2026-03-31T13:28:47.465431+00:00
The Last Mile (Amos Decker #2),Mystery,,54.21,£54.21,2,In stock (14 available),3bc89353f7e3a3cc,0,Product Description,https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html,2026-03-31T13:28:49.098213+00:00
The Immortal Life of Henrietta Lacks,Add a comment,,40.67,£40.67,2,In stock (14 available),f72f61ad6a5f12ed,0,Product Description,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,2026-03-31T13:28:50.636533+00:00
The Hidden Oracle (The Trials of Apollo #1),Fantasy,,52.26,£52.26,2,In stock (14 available),992974ba6a0536ea,0,Product Description,https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,2026-03-31T13:28:52.239155+00:00
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Food and Drink,,28.77,£28.77,3,In stock (14 available),ddc8340dabc8641b,0,Product Description,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,2026-03-31T13:28:53.824983+00:00
The Guilty (Will Robie #4),Thriller,,13.82,£13.82,2,In stock (14 available),847935fc68707426,0,Product Description,https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html,2026-03-31T13:28:55.415341+00:00
The First Hostage (J.B. Collins #2),Fiction,,25.85,£25.85,3,In stock (14 available),a86972014275e072,0,Product Description,https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html,2026-03-31T13:28:57.056374+00:00
The Dovekeepers,Add a comment,,48.78,£48.78,1,In stock (14 available),3d76bc83c6b644c9,0,Product Description,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,2026-03-31T13:28:58.715241+00:00
The Darkest Lie,Young Adult,,35.35,£35.35,5,In stock (14 available),6edacfd1f8ebb9eb,0,Product Description,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html,2026-03-31T13:29:00.323471+00:00
The Bane Chronicles (The Bane Chronicles #1-11),Fantasy,,44.73,£44.73,4,In stock (14 available),dc6f688b82e42a5b,0,Product Description,https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,2026-03-31T13:29:01.903819+00:00
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,Nonfiction,,15.77,£15.77,1,In stock (14 available),923831a05c9f91f7,0,Product Description,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,2026-03-31T13:29:03.523068+00:00
The 14th Colony (Cotton Malone #11),Thriller,,39.24,£39.24,1,In stock (14 available),1b8187fa4bf6ab05,0,Product Description,https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html,2026-03-31T13:29:05.088972+00:00
That Darkness (Gardiner and Renner #1),Mystery,,13.92,£13.92,1,In stock (14 available),0c7b9cf2b7662b65,0,Product Description,https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html,2026-03-31T13:29:06.720572+00:00
Tastes Like Fear (DI Marnie Rome #3),Mystery,,10.69,£10.69,1,In stock (14 available),2d1e337aaf341858,0,Product Description,https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html,2026-03-31T13:29:08.260838+00:00
Take Me with You,Fiction,,45.21,£45.21,3,In stock (14 available),2c04320e110a14a3,0,Product Description,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html,2026-03-31T13:29:09.906232+00:00
Swell: A Year of Waves,Nonfiction,,45.58,£45.58,1,In stock (14 available),4c8b7540409da4ac,0,Product Description,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html,2026-03-31T13:29:13.246404+00:00
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),Sequential Art,,11.89,£11.89,5,In stock (14 available),ac8e3949d284e9a9,0,Product Description,https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,2026-03-31T13:29:14.831706+00:00
Still Life with Bread Crumbs,Fiction,,26.41,£26.41,3,In stock (14 available),fe44cc816576c652,0,Product Description,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html,2026-03-31T13:29:16.368772+00:00
Steve Jobs,Default,,39.5,£39.50,5,In stock (14 available),95019eac1c0a052f,0,Product Description,https://books.toscrape.com/catalogue/steve-jobs_737/index.html,2026-03-31T13:29:17.999736+00:00
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,Science,,44.74,£44.74,4,In stock (14 available),3edcccc4f341fb1a,0,Product Description,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,2026-03-31T13:29:19.668589+00:00
Someone Like You (The Harrisons #2),Contemporary,,52.79,£52.79,5,In stock (14 available),a278db6b2b09cf9f,0,Product Description,https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html,2026-03-31T13:29:21.375155+00:00
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",Sequential Art,,35.43,£35.43,4,In stock (14 available),394f6d30cafc3edb,0,Product Description,https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,2026-03-31T13:29:23.020881+00:00
Shtum,Fiction,,55.84,£55.84,4,In stock (14 available),830fb3967c74866d,0,Product Description,https://books.toscrape.com/catalogue/shtum_733/index.html,2026-03-31T13:29:24.692242+00:00
See America: A Celebration of Our National Parks & Treasured Sites,Travel,,48.87,£48.87,3,In stock (14 available),f9705c362f070608,0,Product Description,https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,2026-03-31T13:29:26.339343+00:00
salt.,Poetry,,46.78,£46.78,4,In stock (14 available),86cbddb61ea78bb7,0,Product Description,https://books.toscrape.com/catalogue/salt_731/index.html,2026-03-31T13:29:27.931920+00:00
Robin War,Sequential Art,,47.82,£47.82,3,In stock (14 available),85b2176b3b194030,0,Product Description,https://books.toscrape.com/catalogue/robin-war_730/index.html,2026-03-31T13:29:29.509911+00:00
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",Sequential Art,,25.48,£25.48,2,In stock (14 available),31e2e2d9cca3778f,0,Product Description,https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,2026-03-31T13:29:31.151859+00:00
Rain Fish,Childrens,,23.57,£23.57,3,In stock (14 available),a6454e329f872b78,0,Product Description,https://books.toscrape.com/catalogue/rain-fish_728/index.html,2026-03-31T13:29:32.793815+00:00
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",Poetry,,50.89,£50.89,5,In stock (14 available),aa35446aab16017f,0,Product Description,https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,2026-03-31T13:29:34.470588+00:00
Pet Sematary,Horror,,10.56,£10.56,3,In stock (14 available),af58a74e4b2a23a0,0,Product Description,https://books.toscrape.com/catalogue/pet-sematary_726/index.html,2026-03-31T13:29:36.087838+00:00
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Self Help,,52.15,£52.15,3,In stock (14 available),8ecf0356a3878811,0,Product Description,https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,2026-03-31T13:29:37.739390+00:00
Once Was a Time,Childrens,,18.28,£18.28,2,In stock (14 available),e34efcc824685332,0,Product Description,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html,2026-03-31T13:29:39.382040+00:00
Old School (Diary of a Wimpy Kid #10),Humor,,11.83,£11.83,5,In stock (14 available),02b74068fa98d8a4,0,Product Description,https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html,2026-03-31T13:29:41.035762+00:00
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,Nonfiction,,21.95,£21.95,2,In stock (14 available),132ec5e8c984adef,0,Product Description,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,2026-03-31T13:29:42.826799+00:00
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",Sequential Art,,38.39,£38.39,2,In stock (14 available),71e36f33981ddb74,0,Product Description,https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,2026-03-31T13:29:44.576584+00:00
My Name Is Lucy Barton,Fiction,,41.56,£41.56,1,In stock (14 available),727bf2b86b19ad88,0,Product Description,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html,2026-03-31T13:29:48.114364+00:00
My Mrs. Brown,Fiction,,24.48,£24.48,3,In stock (14 available),cc82685d9f49bc2c,0,Product Description,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html,2026-03-31T13:29:49.867785+00:00
My Kind of Crazy,Young Adult,,40.36,£40.36,1,In stock (14 available),137b0b2775701e11,0,Product Description,https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html,2026-03-31T13:29:51.587499+00:00
Mr. Mercedes (Bill Hodges Trilogy #1),Fiction,,28.9,£28.90,1,In stock (14 available),caa2e5b3fb1b2d4c,0,Product Description,https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html,2026-03-31T13:29:53.484040+00:00
More Than Music (Chasing the Dream #1),Add a comment,,37.61,£37.61,2,In stock (14 available),47d47155e89c8be7,0,Product Description,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html,2026-03-31T13:29:55.226677+00:00
Made to Stick: Why Some Ideas Survive and Others Die,Business,,38.85,£38.85,5,In stock (14 available),b96fc7a0ea7d4b45,0,Product Description,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,2026-03-31T13:29:56.878750+00:00
Luis Paints the World,Childrens,,53.95,£53.95,3,In stock (14 available),5b43cae640f2338a,0,Product Description,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html,2026-03-31T13:29:58.467378+00:00
Luckiest Girl Alive,Default,,49.83,£49.83,3,In stock (14 available),d512871626a5e588,0,Product Description,https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html,2026-03-31T13:30:00.184458+00:00
Lowriders to the Center of the Earth (Lowriders in Space #2),Sequential Art,,51.51,£51.51,2,In stock (14 available),a10c7515834240f3,0,Product Description,https://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,2026-03-31T13:30:01.917179+00:00
Love Is a Mix Tape (Music #1),Music,,18.03,£18.03,1,In stock (14 available),adb5f51c2e2ab13f,0,Product Description,https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,2026-03-31T13:30:03.699360+00:00
Looking for Lovely: Collecting the Moments that Matter,Nonfiction,,29.14,£29.14,5,In stock (14 available),24af96df0bafb925,0,Product Description,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html,2026-03-31T13:30:05.538963+00:00
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",Default,,46.91,£46.91,4,In stock (14 available),17fb5a88180f9904,0,Product Description,https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,2026-03-31T13:30:07.202191+00:00
Let It Out: A Journey Through Journaling,Nonfiction,,26.79,£26.79,5,In stock (14 available),1174156c4a0eccaa,0,Product Description,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html,2026-03-31T13:30:08.892795+00:00
Lady Midnight (The Dark Artifices #1),Default,,16.28,£16.28,5,In stock (14 available),708345c9897fd7c5,0,Product Description,https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html,2026-03-31T13:30:10.529923+00:00
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",Food and Drink,,19.55,£19.55,1,In stock (14 available),245e6bf08b8d2955,0,Product Description,https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,2026-03-31T13:30:12.201996+00:00
Island of Dragons (Unwanteds #7),Fantasy,,29.65,£29.65,1,In stock (14 available),2b52334fab158861,0,Product Description,https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html,2026-03-31T13:30:14.005946+00:00
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Humor,,25.98,£25.98,4,In stock (14 available),b8a8ff84233f0570,0,Product Description,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,2026-03-31T13:30:15.711464+00:00
I Am Pilgrim (Pilgrim #1),Fiction,,10.6,£10.60,4,In stock (14 available),aeff7b87a8e83ebb,0,Product Description,https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html,2026-03-31T13:30:17.423334+00:00
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Humor,,14.75,£14.75,5,In stock (14 available),fbb21a2f71f4d981,0,Product Description,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,2026-03-31T13:30:19.017738+00:00
"Hush, Hush (Hush, Hush #1)",Default,,47.02,£47.02,3,In stock (14 available),6b6cd77fbc91b7a6,0,Product Description,https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html,2026-03-31T13:30:20.614666+00:00
Hold Your Breath (Search and Rescue #1),Romance,,28.82,£28.82,1,In stock (14 available),0b165bd4b9f42fd5,0,Product Description,https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html,2026-03-31T13:30:23.883092+00:00
Hamilton: The Revolution,Nonfiction,,58.79,£58.79,3,In stock (14 available),afa829857f82f99e,0,Product Description,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html,2026-03-31T13:30:25.536094+00:00
Greek Mythic History,Default,,10.23,£10.23,5,In stock (14 available),f201f263d8c23f97,0,Product Description,https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html,2026-03-31T13:30:27.210837+00:00
God: The Most Unpleasant Character in All Fiction,Religion,,30.03,£30.03,5,In stock (14 available),eec424a84c9e4c68,0,Product Description,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html,2026-03-31T13:30:28.864712+00:00
Glory over Everything: Beyond The Kitchen House,Historical Fiction,,45.84,£45.84,3,In stock (14 available),de4b403cb629a29f,0,Product Description,https://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html,2026-03-31T13:30:30.572972+00:00
Feathers: Displays of Brilliant Plumage,Art,,49.05,£49.05,3,In stock (14 available),9194ae88379dbf1a,0,Product Description,https://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html,2026-03-31T13:30:32.202480+00:00
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",Nonfiction,,15.06,£15.06,4,In stock (14 available),ac4dde0d1be05de0,0,Product Description,https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html,2026-03-31T13:30:33.877007+00:00
Every Last Word,Default,,46.47,£46.47,3,In stock (14 available),a2bd4ca82d908442,0,Product Description,https://books.toscrape.com/catalogue/every-last-word_693/index.html,2026-03-31T13:30:35.583895+00:00
Eligible (The Austen Project #4),Fiction,,27.09,£27.09,3,In stock (14 available),9eaf58b03a2779cc,0,Product Description,https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html,2026-03-31T13:30:37.181704+00:00
El Deafo,Sequential Art,,57.62,£57.62,5,In stock (14 available),27c5968fe43cc06e,0,Product Description,https://books.toscrape.com/catalogue/el-deafo_691/index.html,2026-03-31T13:30:38.939541+00:00
Eight Hundred Grapes,Fiction,,14.39,£14.39,4,In stock (14 available),1d6dd0c87d90fe92,0,Product Description,https://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html,2026-03-31T13:30:40.605507+00:00
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",Nonfiction,,51.75,£51.75,5,In stock (14 available),a01f6d368ef64dc5,0,Product Description,https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,2026-03-31T13:30:42.281008+00:00
"Eat Fat, Get Thin",Health,,54.07,£54.07,2,In stock (14 available),047dfa57ba0bf638,0,Product Description,https://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html,2026-03-31T13:30:43.954320+00:00
Don't Get Caught,Young Adult,,55.35,£55.35,1,In stock (14 available),ad2887ce04583910,0,Product Description,https://books.toscrape.com/catalogue/dont-get-caught_687/index.html,2026-03-31T13:30:45.676263+00:00
Doctor Sleep (The Shining #2),Horror,,40.12,£40.12,2,In stock (14 available),bf5de316a5e9a4ab,0,Product Description,https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html,2026-03-31T13:30:47.302127+00:00
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),Fantasy,,37.51,£37.51,5,In stock (14 available),3c6fe637a0180b01,0,Product Description,https://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html,2026-03-31T13:30:48.975776+00:00
Dear Mr. Knightley,Fiction,,11.21,£11.21,5,In stock (14 available),94a958ea126cdcd5,0,Product Description,https://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html,2026-03-31T13:30:50.570889+00:00
Daily Fantasy Sports,Default,,36.58,£36.58,1,In stock (14 available),0e94a089328be4bc,0,Product Description,https://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html,2026-03-31T13:30:52.329465+00:00
Crazy Love: Overwhelmed by a Relentless God,Christian,,47.72,£47.72,2,In stock (14 available),4b9d9cfe0f435788,0,Product Description,https://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html,2026-03-31T13:30:53.941691+00:00
Cometh the Hour (The Clifton Chronicles #6),Fiction,,25.01,£25.01,3,In stock (14 available),28cf0d1c51b491e5,0,Product Description,https://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html,2026-03-31T13:30:55.579633+00:00
Code Name Verity (Code Name Verity #1),Add a comment,,22.13,£22.13,4,In stock (14 available),33a3e0e3ffde0dcd,0,Product Description,https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html,2026-03-31T13:30:59.199495+00:00
Clockwork Angel (The Infernal Devices #1),Default,,44.14,£44.14,1,In stock (14 available),42b0c50fc44140ec,0,Product Description,https://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html,2026-03-31T13:31:00.889781+00:00
City of Glass (The Mortal Instruments #3),Fantasy,,56.02,£56.02,4,In stock (14 available),966ebb738e0f9d9b,0,Product Description,https://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html,2026-03-31T13:31:02.900611+00:00
City of Fallen Angels (The Mortal Instruments #4),Default,,11.23,£11.23,4,In stock (14 available),1e264c677d4ee4ae,0,Product Description,https://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html,2026-03-31T13:31:04.563556+00:00
City of Bones (The Mortal Instruments #1),Default,,43.28,£43.28,1,In stock (14 available),5b987e54ee72525c,0,Product Description,https://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html,2026-03-31T13:31:06.303047+00:00
City of Ashes (The Mortal Instruments #2),Default,,47.27,£47.27,1,In stock (14 available),8a6ec2761f91dad2,0,Product Description,https://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html,2026-03-31T13:31:08.003836+00:00
Cell,Add a comment,,20.29,£20.29,4,In stock (14 available),bfbb54bc8cdeed2b,0,Product Description,https://books.toscrape.com/catalogue/cell_674/index.html,2026-03-31T13:31:09.682829+00:00
Catching Jordan (Hundred Oaks),Young Adult,,50.83,£50.83,3,In stock (14 available),e2e7b683b4c15b7d,0,Product Description,https://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html,2026-03-31T13:31:11.450744+00:00
"Carry On, Warrior: Thoughts on Life Unarmed",Default,,31.85,£31.85,3,In stock (14 available),1b0fc9f777cad045,0,Product Description,https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html,2026-03-31T13:31:13.016396+00:00
Carrie,Default,,46.23,£46.23,2,In stock (14 available),5f22418922fa728b,0,Product Description,https://books.toscrape.com/catalogue/carrie_671/index.html,2026-03-31T13:31:14.687255+00:00
Buying In: The Secret Dialogue Between What We Buy and Who We Are,Nonfiction,,37.8,£37.80,4,In stock (14 available),16ef91b9d827859c,0,Product Description,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html,2026-03-31T13:31:16.321503+00:00
Brain on Fire: My Month of Madness,Nonfiction,,49.32,£49.32,5,In stock (14 available),a80f66b254fe9eb3,0,Product Description,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html,2026-03-31T13:31:18.072421+00:00
Batman: Europa,Sequential Art,,32.01,£32.01,2,In stock (14 available),bf68dcb5fad3cc8c,0,Product Description,https://books.toscrape.com/catalogue/batman-europa_668/index.html,2026-03-31T13:31:19.771810+00:00
Barefoot Contessa Back to Basics,Food and Drink,,28.01,£28.01,1,In stock (14 available),999912e63a3262ae,0,Product Description,https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html,2026-03-31T13:31:21.464452+00:00
